operator,scenario,pass,speedup,baseline_ms,candidate_ms,err_ratio,mean_abs_diff,failure_reason
parallel_linear,tokens-512/13861d40,PASS,0.5687049564016355,0.021774001652374864,0.038286991184577346,0.0,0.0,
parallel_linear,tokens-1024/1cc50bfd,PASS,0.5624008148312339,0.02407300053164363,0.04280399298295379,0.0,0.0,
parallel_linear,tokens-3/2b0e8caa,PASS,1.0998991639499698,0.10368200310040265,0.09426500764675438,0.002765331184491515,5.480164873006288e-06,
parallel_linear,tokens-68/d4f159de,PASS,0.753596136909499,0.09199298801831901,0.12207200052216649,0.003051013220101595,5.485928340931423e-06,
parallel_linear,tokens-100/d33096f3,PASS,0.7615370544337274,0.08935799996834248,0.1173390046460554,0.0031467443332076073,5.494703145814128e-06,
parallel_linear,tokens-5435/1c6092b9,PASS,0.1318454760712756,0.15096900460775942,1.1450450110714883,0.0038128355517983437,5.467394203151343e-06,
parallel_linear,tokens-16384/dd72dcc2,PASS,0.10992760079052812,0.32510999881196767,2.957491989945993,0.003945617005228996,5.467944447445916e-06,
qwen3_moe,tokens-3/15675eee,PASS,1.0066111431155054,0.3186800022376701,0.3165870002703741,5.6843418860808015e-12,6.480747335264533e-15,
qwen3_moe,tokens-68/5b8b3d47,PASS,0.9068044352269953,0.9243520034942776,1.0193509951932356,1.1368683772161603e-11,9.642446041656979e-15,
qwen3_moe,tokens-100/a42585ee,PASS,0.8963531426514582,0.927971996134147,1.03527499595657,1.1368683772161603e-11,9.441193554488199e-15,
qwen3_moe,tokens-5435/a0a87c1e,PASS,0.9644538095774635,2.6765579968923703,2.775205997750163,1.9895196601282805e-11,9.318249263293079e-15,
qwen3_moe,tokens-16384/30508b36,PASS,0.9952767517708833,7.159799002693035,7.19377699715551,2.2737367544323206e-11,9.332338809337707e-15,
timestep_embedding,tokens-4/c96c5db2,PASS,0.7560041681924553,0.3702160029206425,0.4897010076092556,0.07818607985973358,3.005067696904007e-07,
timestep_embedding,tokens-8/13a963e3,PASS,0.763369136562021,0.37398599670268595,0.489915008074604,0.044091708958148956,8.475035429000854e-08,
